Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:ORE,"Orocobre Limited (ASX:ORE)",https://www.listcorp.com/asx/ore/orocobre,"	2272750000",6.76,0.16,2.42,Materials
ASX:BIN,"Bingo Industries Limited (ASX:BIN)",https://www.listcorp.com/asx/bin/bingo-industries-limited,"	2246520000",3.43,0.00,0,Industrials
ASX:VEU,"Vanguard All-World Ex-US Shares Index ETF (ASX:VEU)",https://www.listcorp.com/asx/veu/vanguard-all-world-ex-us-shares-index-etf,"	2239920000",84.6,0.60,0.71,Financials
ASX:ABC,"Adbri Limited (ASX:ABC)",https://www.listcorp.com/asx/abc/adbri-limited,"	2231990000",3.44,0.02,0.58,Materials
ASX:LFG,"Liberty Financial Group (ASX:LFG)",https://www.listcorp.com/asx/lfg/liberty-financial-group,"	2185920000",7.28,0.08,1.11,Financials
ASX:PNI,"Pinnacle Investment Management Group (ASX:PNI)",https://www.listcorp.com/asx/pni/pinnacle-investment-management-group,"	2180280000",11.62,0.18,1.57,Financials
ASX:PPT,"Perpetual Limited (ASX:PPT)",https://www.listcorp.com/asx/ppt/perpetual-limited,"	2163930000",38.58,0.33,0.86,Financials
ASX:CQR,"Charter Hall Retail REIT (ASX:CQR)",https://www.listcorp.com/asx/cqr/charter-hall-retail,"	2119160000",3.75,0.06,1.63,"Real Estate"
ASX:WHC,"Whitehaven Coal (ASX:WHC)",https://www.listcorp.com/asx/whc/whitehaven-coal,"	2085940000",2.05,0.03,1.49,Energy
ASX:WPR,"Waypoint REIT Limited (ASX:WPR)",https://www.listcorp.com/asx/wpr/waypoint-reit-limited,"	2048910000",2.68,0.07,2.68,"Real Estate"
ASX:CIP,"Centuria Industrial REIT (ASX:CIP)",https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	2047210000",3.72,0.01,0.27,"Real Estate"
ASX:SLK,"SeaLink Travel Group Limited (ASX:SLK)",https://www.listcorp.com/asx/slk/sealink-travel-group-limited,"	2000540000",8.92,-0.24,-2.62,"Consumer Discretionary"
ASX:CCP,"Credit Corp Group (ASX:CCP)",https://www.listcorp.com/asx/ccp/credit-corp,"	1987830000",29.7,0.17,0.58,Financials
ASX:INA,"Ingenia Communities Group (ASX:INA)",https://www.listcorp.com/asx/ina/ingenia,"	1967260000",6.05,0.05,0.83,"Real Estate"
ASX:WAM,"WAM Capital (ASX:WAM)",https://www.listcorp.com/asx/wam/wam-capital,"	1958650000",2.23,0.00,0,Financials
ASX:EVT,"Event Hospitality & Entertainment (ASX:EVT)",https://www.listcorp.com/asx/evt/event-hospitality-and-entertainment,"	1950470000",11.85,-0.25,-2.07,"Communication Services"
ASX:RRL,"Regis Resources (ASX:RRL)",https://www.listcorp.com/asx/rrl/regis-resources,"	1923230000",2.56,0.01,0.39,Materials
ASX:CEN,"Contact Energy Limited (ASX:CEN)",https://www.listcorp.com/asx/cen/contact-energy-limited,"	1918740000",7.7,-0.19,-2.41,Utilities
ASX:DDR,"Dicker Data Limited (ASX:DDR)",https://www.listcorp.com/asx/ddr/dicker-data-limited,"	1900580000",11.06,0.06,0.55,"Information Technology"
ASX:GXY,"Galaxy Resources Limited (ASX:GXY)",https://www.listcorp.com/asx/gxy/galaxy-resources,"	1891200000",3.85,0.11,2.94,Materials
ASX:WEB,"Webjet (ASX:WEB)",https://www.listcorp.com/asx/web/webjet,"	1876100000",4.97,0.02,0.4,"Consumer Discretionary"
ASX:TYR,"Tyro Payments Limited (ASX:TYR)",https://www.listcorp.com/asx/tyr/tyro-payments-limited,"	1869340000",3.59,-0.06,-1.64,"Information Technology"
ASX:VHY,"Vanguard Australian Shares High Yield ETF (ASX:VHY)",https://www.listcorp.com/asx/vhy/vanguard-australian-shares-high-yield-etf,"	1845780000",66.86,0.75,1.13,Financials
ASX:PRU,"Perseus Mining (ASX:PRU)",https://www.listcorp.com/asx/pru/perseus-mining,"	1828160000",1.5,0.01,0.67,Materials
ASX:IAF,"iShares CORE Composite Bond ETF (ASX:IAF)",https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,"	1814970000",113.88,0.24,0.21,Financials
ASX:AVN,"Aventus Group (ASX:AVN)",https://www.listcorp.com/asx/avn/aventus-group,"	1789760000",3.15,0.01,0.32,"Real Estate"
ASX:HUB,"HUB24 Limited (ASX:HUB)",https://www.listcorp.com/asx/hub/hub24,"	1782810000",25.83,-0.26,-1,Financials
ASX:ELD,"Elders Limited (ASX:ELD)",https://www.listcorp.com/asx/eld/elders-limited,"	1721240000",10.97,-0.03,-0.27,"Consumer Staples"
ASX:PPH,"Pushpay Holdings Limited (ASX:PPH)",https://www.listcorp.com/asx/pph/pushpay-holdings-limited,"	1717180000",1.58,0.03,1.61,"Information Technology"
ASX:IPH,"IPH Limited (ASX:IPH)",https://www.listcorp.com/asx/iph/iph-limited,"	1694190000",7.87,0.07,0.9,Industrials
ASX:NUF,"Nufarm (ASX:NUF)",https://www.listcorp.com/asx/nuf/nufarm,"	1663320000",4.46,0.08,1.83,Materials
ASX:LOV,"Lovisa Holdings Limited (ASX:LOV)",https://www.listcorp.com/asx/lov/lovisa-holdings-limited,"	1653800000",15.48,0.09,0.58,"Consumer Discretionary"
ASX:MFF,"MFF Capital Investments (ASX:MFF)",https://www.listcorp.com/asx/mff/mff-capital-investments,"	1647460000",2.89,-0.01,-0.34,Financials
ASX:IMU,"Imugene Limited (ASX:IMU)",https://www.listcorp.com/asx/imu/imugene,"	1637740000",0.33,0.00,0,"Health Care"
ASX:OCL,"Objective Corporation (ASX:OCL)",https://www.listcorp.com/asx/ocl/objective-corporation,"	1637520000",17.37,-0.03,-0.17,"Information Technology"
ASX:AIZ,"Air New Zealand (ASX:AIZ)",https://www.listcorp.com/asx/aiz/air-new-zealand,"	1633740000",1.455,0.00,0,Industrials
ASX:BGA,"Bega Cheese Ltd (ASX:BGA)",https://www.listcorp.com/asx/bga/bega-cheese,"	1631160000",5.35,-0.04,-0.74,"Consumer Staples"
ASX:JHG,"Janus Henderson Group plc (ASX:JHG)",https://www.listcorp.com/asx/jhg/janus-henderson-group-plc,"	1601760000",52.31,1.14,2.23,Financials
ASX:CRN,"Coronado Global Resources Inc. (ASX:CRN)",https://www.listcorp.com/asx/crn/coronado-global-resources-inc.,"	1601010000",0.95,-0.00,-0.52,Materials
ASX:IVC,"InvoCare Limited (ASX:IVC)",https://www.listcorp.com/asx/ivc/invocare-limited,"	1599070000",11.02,-0.08,-0.72,"Consumer Discretionary"
ASX:AUB,"AUB Group Limited (ASX:AUB)",https://www.listcorp.com/asx/aub/aub-group-limited,"	1591490000",21.56,0.17,0.79,Financials
ASX:MVW,"Vaneck Vectors Australian Equal Weight ETF (ASX:MVW)",https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,"	1583300000",32.88,0.28,0.86,Financials
ASX:DEG,"De Grey Mining Limited (ASX:DEG)",https://www.listcorp.com/asx/deg/de-grey-mining,"	1570290000",1.245,0.03,2.47,Materials
ASX:TLX,"Telix Pharmaceuticals Limited (ASX:TLX)",https://www.listcorp.com/asx/tlx/telix-pharmaceuticals-limited,"	1563010000",5.61,0.06,1.08,"Health Care"
ASX:HMC,"Home Consortium (ASX:HMC)",https://www.listcorp.com/asx/hmc/home-consortium,"	1555050000",5.4,0.04,0.75,"Real Estate"
ASX:NHC,"New Hope Corporation Limited (ASX:NHC)",https://www.listcorp.com/asx/nhc/new-hope-corporation-limited,"	1552350000",1.865,0.00,0,Energy
ASX:NAN,"Nanosonics Limited (ASX:NAN)",https://www.listcorp.com/asx/nan/nanosonics,"	1549530000",5.24,0.10,1.95,"Health Care"
ASX:LIC,"Lifestyle Communities (ASX:LIC)",https://www.listcorp.com/asx/lic/lifestyle-communities,"	1547270000",14.84,0.04,0.27,"Real Estate"
ASX:PNV,"Polynovo Limited (ASX:PNV)",https://www.listcorp.com/asx/pnv/polynovo,"	1541030000",2.38,0.05,2.15,"Health Care"
ASX:RBD,"Restaurant Brands New Zealand (ASX:RBD)",https://www.listcorp.com/asx/rbd/restaurant-brands-new-zealand,"	1540770000",12.35,0.00,0,"Consumer Discretionary"
ASX:LTR,"Liontown Resources (ASX:LTR)",https://www.listcorp.com/asx/ltr/liontown-resources,"	1537150000",0.845,0.00,0,Materials
ASX:APX,"Appen Limited (ASX:APX)",https://www.listcorp.com/asx/apx/appen-limited,"	1524900000",12.5,0.11,0.89,"Information Technology"
ASX:SLR,"Silver Lake Resources (ASX:SLR)",https://www.listcorp.com/asx/slr/silver-lake-resources,"	1520720000",1.725,0.00,0,Materials
ASX:MXT,"MCP Master Income Trust (ASX:MXT)",https://www.listcorp.com/asx/mxt/mcp-master-income-trust,"	1500720000",2.05,0.01,0.49,Financials
ASX:LSF,"L1 Long Short Fund Limited (ASX:LSF)",https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	1499930000",2.46,-0.01,-0.4,Financials
ASX:AX1,"Accent Group Limited (ASX:AX1)",https://www.listcorp.com/asx/ax1/accent-group-limited,"	1490130000",2.66,-0.09,-3.27,"Consumer Discretionary"
ASX:A200,"BetaShares Australia 200 ETF (ASX:A200)",https://www.listcorp.com/asx/a200/betashares-australia-200-etf,"	1473120000",123.81,1.46,1.19,Financials
ASX:HTA,"Hutchison Telecommunications (ASX:HTA)",https://www.listcorp.com/asx/hta/hutchison-telecommunications,"	1425110000",0.105,0.00,0,"Communication Services"
ASX:CGC,"Costa Group Holdings Limited (ASX:CGC)",https://www.listcorp.com/asx/cgc/costa-group,"	1423040000",3.22,-0.02,-0.62,"Consumer Staples"
ASX:ING,"Inghams Group Limited (ASX:ING)",https://www.listcorp.com/asx/ing/inghams-group,"	1401230000",3.8,0.03,0.8,"Consumer Staples"
ASX:BKL,"Blackmores Limited (ASX:BKL)",https://www.listcorp.com/asx/bkl/blackmores-limited,"	1388510000",72.86,1.16,1.62,"Consumer Staples"
ASX:MGH,"MAAS Group Holdings Limited (ASX:MGH)",https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1387050000",5,-0.03,-0.6,Industrials
ASX:EML,"EML Payments Limited (ASX:EML)",https://www.listcorp.com/asx/eml/eml-payments-limited,"	1367710000",3.76,-0.02,-0.53,"Information Technology"
ASX:ZEL,"Z Energy Limited (ASX:ZEL)",https://www.listcorp.com/asx/zel/z-energy-limited,"	1353240000",2.62,0.02,0.77,Energy
ASX:UMG,"United Malt Group Limited (ASX:UMG)",https://www.listcorp.com/asx/umg/united-malt-group-limited,"	1346310000",4.44,-0.06,-1.33,"Consumer Staples"
ASX:RMS,"Ramelius Resources Limited (ASX:RMS)",https://www.listcorp.com/asx/rms/ramelius-resources,"	1343130000",1.675,0.03,1.52,Materials
ASX:CUV,"Clinuvel Pharmaceuticals (ASX:CUV)",https://www.listcorp.com/asx/cuv/clinuvel,"	1337040000",27.01,-0.05,-0.18,"Health Care"
ASX:SBM,"St Barbara Limited (ASX:SBM)",https://www.listcorp.com/asx/sbm/st-barbara,"	1334620000",1.87,-0.02,-0.8,Materials
ASX:CQE,"Charter Hall Social Infrastructure REIT (ASX:CQE)",https://www.listcorp.com/asx/cqe/charter-hall-social-infrastructure-reit,"	1316340000",3.74,0.11,3.03,"Real Estate"
ASX:WLE,"WAM Leaders Limited (ASX:WLE)",https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1314940000",1.565,-0.01,-0.32,Financials
ASX:PDN,"Paladin Energy Limited (ASX:PDN)",https://www.listcorp.com/asx/pdn/paladin-energy,"	1312100000",0.485,-0.00,-1.02,Energy
ASX:MSB,"Mesoblast (ASX:MSB)",https://www.listcorp.com/asx/msb/mesoblast,"	1310370000",2.07,0.05,2.48,"Health Care"
ASX:PPK,"PPK Group Limited (ASX:PPK)",https://www.listcorp.com/asx/ppk/ppk-group,"	1277000000",15.2,0.86,6,Industrials
ASX:ARF,"Arena REIT (ASX:ARF)",https://www.listcorp.com/asx/arf/arena-reit,"	1271480000",3.76,0.06,1.62,"Real Estate"
ASX:COF,"Centuria Office Reit (ASX:COF)",https://www.listcorp.com/asx/cof/centuria-office-reit,"	1250290000",2.41,-0.02,-0.82,"Real Estate"
ASX:AUI,"Australian United Investment Company (ASX:AUI)",https://www.listcorp.com/asx/aui/australian-united-investment,"	1248310000",10.08,0.09,0.9,Financials
ASX:HSN,"Hansen Technologies Limited (ASX:HSN)",https://www.listcorp.com/asx/hsn/hansen-technologies,"	1241040000",6.22,0.01,0.16,"Information Technology"
ASX:TPW,"Temple & Webster Group (ASX:TPW)",https://www.listcorp.com/asx/tpw/temple-and-webster-group,"	1232230000",10.22,-0.01,-0.1,"Consumer Discretionary"
ASX:PGH,"Pact Group Holdings (ASX:PGH)",https://www.listcorp.com/asx/pgh/pact-group,"	1224620000",3.5,-0.06,-1.69,Materials
ASX:CKF,"Collins Foods Limited (ASX:CKF)",https://www.listcorp.com/asx/ckf/collins-foods-limited,"	1219440000",10.41,-0.05,-0.48,"Consumer Discretionary"
ASX:BKI,"BKI Investment Company (ASX:BKI)",https://www.listcorp.com/asx/bki/bki-investment-company,"	1211960000",1.65,0.01,0.61,Financials
ASX:KGN,"Kogan.com Ltd (ASX:KGN)",https://www.listcorp.com/asx/kgn/kogan.com-ltd,"	1199880000",11.29,0.03,0.27,"Consumer Discretionary"
ASX:SFR,"Sandfire Resources Limited (ASX:SFR)",https://www.listcorp.com/asx/sfr/sandfire-resources-limited,"	1192500000",6.71,0.02,0.3,Materials
ASX:URW,"Unibail-Rodamco-Westfield (ASX:URW)",https://www.listcorp.com/asx/urw/unibail-rodamco-westfield,"	1178730000",5.93,0.09,1.54,"Real Estate"
ASX:ISX,"iSignthis Limited (ASX:ISX)",https://www.listcorp.com/asx/isx/isignthis-limited,"	1175230000",1.07,0.00,0,"Information Technology"
ASX:GNC,"GrainCorp (ASX:GNC)",https://www.listcorp.com/asx/gnc/graincorp,"	1174030000",5.12,-0.01,-0.19,"Consumer Staples"
ASX:MAQ,"Macquarie Telecom Group (ASX:MAQ)",https://www.listcorp.com/asx/maq/macquarie-telecom-group,"	1171600000",54.9,0.40,0.73,"Communication Services"
ASX:CCX,"City Chic Collective Limited (ASX:CCX)",https://www.listcorp.com/asx/ccx/city-chic-collective-limited,"	1170760000",5.2,0.08,1.56,"Consumer Discretionary"
ASX:FCL,"Fineos Corporation Holdings (ASX:FCL)",https://www.listcorp.com/asx/fcl/fineos-corporation-holdings,"	1161450000",3.84,-0.01,-0.26,"Information Technology"
ASX:GOR,"Gold Road Resources (ASX:GOR)",https://www.listcorp.com/asx/gor/gold-road-resources,"	1153950000",1.325,0.02,1.15,Materials
ASX:PPM,"Pepper Money Limited (ASX:PPM)",https://www.listcorp.com/asx/ppm/pepper-money-limited,"	1151510000",2.55,-0.07,-2.67,Financials
ASX:HGH,"Heartland Group Holdings (ASX:HGH)",https://www.listcorp.com/asx/hgh/heartland-group-holdings,"	1133720000",1.92,-0.02,-0.78,Financials
ASX:MGX,"Mount Gibson Iron (ASX:MGX)",https://www.listcorp.com/asx/mgx/mount-gibson-iron,"	1104820000",0.93,0.00,0,Materials
ASX:NWS,"News Corporation (ASX:NWS)",https://www.listcorp.com/asx/nws/news-corp,"	1098440000",31.88,0.58,1.85,"Communication Services"
ASX:HDN,"HomeCo Daily Needs REIT (ASX:HDN)",https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,"	1096360000",1.54,0.05,3.36,"Real Estate"
ASX:PSI,"PSC Insurance Group (ASX:PSI)",https://www.listcorp.com/asx/psi/psc-insurance-group,"	1095230000",3.37,-0.04,-1.17,Financials
ASX:DUI,"Diversified United Investment Limited (ASX:DUI)",https://www.listcorp.com/asx/dui/diversified-united,"	1087840000",5.08,-0.03,-0.59,Financials
ASX:JLG,"Johns Lyng Group (ASX:JLG)",https://www.listcorp.com/asx/jlg/johns-lyng-group,"	1086100000",4.97,0.13,2.69,Industrials
ASX:GUD,"GUD Holdings Limited (ASX:GUD)",https://www.listcorp.com/asx/gud/gud-holdings-limited,"	1073660000",11.36,-0.04,-0.35,"Consumer Discretionary"
ASX:360,"Life360, Inc. (ASX:360)",https://www.listcorp.com/asx/360/life360-inc.,"	1065390000",7.16,0.13,1.85,"Information Technology"
ASX:DBI,"Dalrymple Bay Infrastructure Limited (ASX:DBI)",https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	1061810000",2.16,0.03,1.41,Industrials
ASX:MND,"Monadelphous Group (ASX:MND)",https://www.listcorp.com/asx/mnd/monadelphous,"	1033640000",10.87,-0.02,-0.18,Industrials
ASX:IDX,"Integral Diagnostics Limited (ASX:IDX)",https://www.listcorp.com/asx/idx/integral-diagnostics-limited,"	1032870000",5.17,-0.03,-0.58,"Health Care"
ASX:JIN,"Jumbo Interactive (ASX:JIN)",https://www.listcorp.com/asx/jin/jumbo-interactive,"	1027910000",16.29,-0.17,-1.03,"Consumer Discretionary"
ASX:KMD,"Kathmandu Holdings Limited (ASX:KMD)",https://www.listcorp.com/asx/kmd/kathmandu-holdings,"	1003240000",1.355,-0.06,-4.24,"Consumer Discretionary"
ASX:ERA,"Energy Resources of Australia Ltd (ASX:ERA)",https://www.listcorp.com/asx/era/energy-resources-of-australia,"	996673000",0.27,0.00,0,Energy
ASX:MMS,"McMillan Shakespeare (ASX:MMS)",https://www.listcorp.com/asx/mms/mcmillan-shakespeare,"	995895000",12.7,-0.17,-1.32,Industrials
ASX:29M,"29Metals Limited (ASX:29M)",https://www.listcorp.com/asx/29m/29metals-limited,"	994542000",2.15,0.08,3.86,Materials
ASX:OCA,"Oceania Healthcare Limited (ASX:OCA)",https://www.listcorp.com/asx/oca/oceania-healthcare-limited,"	992419000",1.34,-0.06,-4.29,"Health Care"
ASX:MHH,"Magellan High Conviction Trust (ASX:MHH)",https://www.listcorp.com/asx/mhh/magellan-high-conviction-trust,"	986749000",1.675,0.01,0.6,Financials
ASX:LEP,"ALE Property Group (ASX:LEP)",https://www.listcorp.com/asx/lep/ale-property,"	981997000",4.85,-0.05,-1.02,"Real Estate"
ASX:OML,"oOh!media Limited (ASX:OML)",https://www.listcorp.com/asx/oml/ooh-media-limited,"	981779000",1.615,-0.02,-1.52,"Communication Services"
ASX:IEM,"iShares MSCI Emerging Markets ETF (ASX:IEM)",https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	981542000",71.4,0.31,0.44,Financials
ASX:WAF,"West African Resources (ASX:WAF)",https://www.listcorp.com/asx/waf/west-african-resources,"	980342000",1.11,0.00,0,Materials
ASX:ASM,"Australian Strategic Materials Limited (ASX:ASM)",https://www.listcorp.com/asx/asm/australian-strategic-materials-limited,"	977937000",7.3,0.29,4.14,Materials
ASX:HM1,"Hearts and Minds Investments Limited (ASX:HM1)",https://www.listcorp.com/asx/hm1/hearts-and-minds-investments-limited,"	976466000",4.32,0.00,0,Financials
ASX:NEA,"Nearmap Ltd (ASX:NEA)",https://www.listcorp.com/asx/nea/nearmap,"	973024000",1.985,0.03,1.28,"Information Technology"
ASX:CTT,"Cettire Limited (ASX:CTT)",https://www.listcorp.com/asx/ctt/cettire-limited,"	968345000",2.47,-0.07,-2.76,"Consumer Discretionary"
ASX:RMC,"Resimac Group Limited (ASX:RMC)",https://www.listcorp.com/asx/rmc/resimac-group-limited,"	967919000",2.33,-0.04,-1.69,Financials
ASX:VG1,"VGI Partners Global Investments Limited (ASX:VG1)",https://www.listcorp.com/asx/vg1/vgi-partners-global-investments-limited,"	966781000",2.49,-0.01,-0.4,Financials
ASX:RBL,"Redbubble Limited (ASX:RBL)",https://www.listcorp.com/asx/rbl/redbubble-limited,"	960407000",3.41,-0.10,-2.85,"Consumer Discretionary"
ASX:IAP,"Irongate Group (ASX:IAP)",https://www.listcorp.com/asx/iap/irongate-group,"	955061000",1.46,-0.02,-1.35,"Real Estate"
ASX:BGP,"Briscoe Group Australasia (ASX:BGP)",https://www.listcorp.com/asx/bgp/briscoe-group-australasia,"	945864000",4.25,0.00,0,"Consumer Discretionary"
ASX:IXJ,"iShares Global Healthcare ETF (ASX:IXJ)",https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	940492000",112.7,-0.25,-0.22,Financials
ASX:SIQ,"Smartgroup Corporation (ASX:SIQ)",https://www.listcorp.com/asx/siq/smartgroup-corporation,"	937465000",6.94,-0.08,-1.14,Industrials
ASX:OBL,"Omni Bridgeway Limited (ASX:OBL)",https://www.listcorp.com/asx/obl/omni-bridgeway-limited,"	935984000",3.51,-0.06,-1.68,Financials
ASX:SZL,"Sezzle Inc (ASX:SZL)",https://www.listcorp.com/asx/szl/sezzle-inc,"	927210000",8.68,-0.27,-3.02,"Information Technology"
ASX:NVX,"Novonix Limited (ASX:NVX)",https://www.listcorp.com/asx/nvx/novonix-limited,"	918445000",2.27,0.00,0,"Information Technology"
ASX:GMA,"Genworth Mortgage Insurance (ASX:GMA)",https://www.listcorp.com/asx/gma/genworth-mortgage,"	907531000",2.18,-0.02,-0.91,Financials
ASX:VUL,"Vulcan Energy Resources Limited (ASX:VUL)",https://www.listcorp.com/asx/vul/vulcan-energy-resources-limited,"	905963000",8.72,0.39,4.68,Materials
ASX:SGF,"SG Fleet Group Limited (ASX:SGF)",https://www.listcorp.com/asx/sgf/sg-fleet-group,"	901111000",3,-0.03,-0.99,Industrials
ASX:NCK,"Nick Scali Limited (ASX:NCK)",https://www.listcorp.com/asx/nck/nick-scali,"	887760000",10.99,0.03,0.27,"Consumer Discretionary"
ASX:MAF,"MA Financial Group Limited (ASX:MAF)",https://www.listcorp.com/asx/maf/ma-financial-group-limited,"	882820000",5.68,0.00,0,Financials
ASX:BET,"Betmakers Technology Group (ASX:BET)",https://www.listcorp.com/asx/bet/betmakers-technology-group,"	873781000",1.05,-0.03,-2.33,"Consumer Discretionary"
ASX:GRR,"Grange Resources Limited (ASX:GRR)",https://www.listcorp.com/asx/grr/grange-resources,"	868004000",0.785,0.04,4.67,Materials
ASX:IAA,"iShares Asia 50 ETF (ASX:IAA)",https://www.listcorp.com/asx/iaa/ishares-asia-50-etf,"	863708000",117.08,-0.51,-0.43,Financials
ASX:AEF,"Australian Ethical Investment Ltd (ASX:AEF)",https://www.listcorp.com/asx/aef/australian-ethical-investment,"	858638000",7.62,-0.02,-0.26,Financials
ASX:RFF,"Rural Funds Group (ASX:RFF)",https://www.listcorp.com/asx/rff/rural-funds-group,"	846352000",2.52,0.03,1.2,"Real Estate"
ASX:BGL,"Bellevue Gold Limited (ASX:BGL)",https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	845906000",1.015,0.03,3.05,Materials
ASX:DTL,"Data#3 Limited (ASX:DTL)",https://www.listcorp.com/asx/dtl/data-3,"	843783000",5.45,-0.03,-0.55,"Information Technology"
ASX:GEM,"G8 Education (ASX:GEM)",https://www.listcorp.com/asx/gem/g8-education,"	843153000",1.005,0.01,1.01,"Consumer Discretionary"
ASX:NXL,"Nuix Limited (ASX:NXL)",https://www.listcorp.com/asx/nxl/nuix-limited,"	831365000",2.67,0.05,1.91,"Information Technology"
ASX:KKC,"KKR Credit Income Fund (ASX:KKC)",https://www.listcorp.com/asx/kkc/kkr-credit-income-fund,"	828800000",2.27,0.03,1.34,Financials
ASX:BVS,"Bravura Solutions (ASX:BVS)",https://www.listcorp.com/asx/bvs/bravura-solutions,"	826188000",3.3,-0.04,-1.2,"Information Technology"
ASX:NBI,"NB Global Corporate Income Trust (ASX:NBI)",https://www.listcorp.com/asx/nbi/nb-global-corporate-income-trust,"	825310000",1.84,-0.01,-0.54,Unclassified
ASX:CIN,"Carlton Investments (ASX:CIN)",https://www.listcorp.com/asx/cin/carlton-investments,"	823362000",31.35,0.25,0.8,Financials
ASX:AAC,"Australian Agricultural Company (ASX:AAC)",https://www.listcorp.com/asx/aac/australian-agricultural-company,"	822777000",1.37,0.01,0.37,"Consumer Staples"
ASX:MICH,"Magellan Infrastructure Fund (Currency Hedged)(Managed Fund) (ASX:MICH)",https://www.listcorp.com/asx/mich/magellan-infrastructure-fund-currency-hedged-managed-fund,"	807343000",2.93,0.02,0.69,Financials
ASX:WGX,"Westgold Resources Limited (ASX:WGX)",https://www.listcorp.com/asx/wgx/westgold-resources-limited,"	799487000",1.895,0.01,0.53,Materials
